,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_degree,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
8,0,10,0.09398627281188965,0.007653857748114381,0.006650781631469727,0.007361041533640144,rbf,,10,0.01,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 10}",0.0,,,,,,,8,0.9844347238540649,0.9951040148735046,0.9951040148735046,0.9958669543266296,0.9912905693054199,0.9923600554466248,0.004273444696858995
7,0,10,0.09710779190063476,0.006248903293638874,0.006248664855957031,0.007653020235378236,rbf,,1,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",0.0,,,,,,,8,0.9984750151634216,0.9994092583656311,0.9994092583656311,0.9995399713516235,0.9991425275802612,0.9991952061653138,0.00038260941837391603
6,0,10,0.09850668907165527,0.002171681080188761,0.005346059799194336,0.0045599340229298185,rbf,,1,0.01,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 1}",0.0,,,,,,,8,0.9844347238540649,0.9951040148735046,0.9951040148735046,0.9958669543266296,0.9912905693054199,0.9923600554466248,0.004273444696858995
5,0,10,0.1081089973449707,0.00576540071281128,0.005512714385986328,0.006105988007340087,linear,4.0,100,,"{'kernel': 'linear', 'degree': 4, 'C': 100}",0.0,,,,,,,8,0.9999983906745911,0.9999993443489075,0.9999993443489075,0.9999996423721313,0.9999990463256836,0.9999991536140442,4.254953455346763e-07
4,0,10,0.11179327964782715,0.00900024632064461,0.0031719207763671875,0.0040749518189278095,linear,3.0,100,,"{'kernel': 'linear', 'degree': 3, 'C': 100}",0.0,,,,,,,8,0.9999983906745911,0.9999993443489075,0.9999993443489075,0.9999996423721313,0.9999990463256836,0.9999991536140442,4.254953455346763e-07
3,0,10,0.11019778251647949,0.006018092652487539,0.00579366683959961,0.005765814490473739,linear,4.0,10,,"{'kernel': 'linear', 'degree': 4, 'C': 10}",0.0,,,,,,,8,0.9999983906745911,0.9999993443489075,0.9999993443489075,0.9999996423721313,0.9999990463256836,0.9999991536140442,4.254953455346763e-07
2,0,10,0.11119046211242675,0.005776933508836558,0.010171747207641602,0.008359813971961115,linear,3.0,10,,"{'kernel': 'linear', 'degree': 3, 'C': 10}",0.0,,,,,,,8,0.9999983906745911,0.9999993443489075,0.9999993443489075,0.9999996423721313,0.9999990463256836,0.9999991536140442,4.254953455346763e-07
1,0,10,0.11093387603759766,0.009523729863983489,0.00583958625793457,0.00716275320690396,linear,4.0,1,,"{'kernel': 'linear', 'degree': 4, 'C': 1}",0.0,,,,,,,8,0.9999983906745911,0.9999993443489075,0.9999993443489075,0.9999996423721313,0.9999990463256836,0.9999991536140442,4.254953455346763e-07
9,0,10,0.0970689296722412,0.004560452688657506,0.004331445693969727,0.005698629805487881,rbf,,10,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 10}",0.0,,,,,,,8,0.9984750151634216,0.9994092583656311,0.9994092583656311,0.9995399713516235,0.9991425275802612,0.9991952061653138,0.00038260941837391603
10,0,10,0.09219198226928711,0.005100728965556373,0.00795154571533203,0.006607292835015375,poly,2.0,1,0.01,"{'kernel': 'poly', 'gamma': 0.01, 'degree': 2, 'C': 1}",0.0,,,,,,,8,0.9844347238540649,0.9951040148735046,0.9951040148735046,0.9958669543266296,0.9912905693054199,0.9923600554466248,0.004273444696858995
