,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3,0,118,0.20796375274658202,0.010159620140147152,0.00760345458984375,0.0015124146517427987,10,4.0,linear,,"{'C': 10, 'degree': 4, 'kernel': 'linear'}",0.3761022369468918,0.8180596975221719,0.45942355869500884,0.3591960989466919,0.6031557767300906,0.523187473768171,0.17084357324307342,8,0.9999999998946962,0.9999999998541326,0.999999999877531,0.9999999998642095,0.9999999998725654,0.9999999998726269,1.359412978526643e-11
2,0,118,0.21808457374572754,0.00909771192359257,0.003078794479370117,0.002468885967586267,10,3.0,linear,,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",0.3761022369468918,0.8180596975221719,0.45942355869500884,0.3591960989466919,0.6031557767300906,0.523187473768171,0.17084357324307342,8,0.9999999998946962,0.9999999998541326,0.999999999877531,0.9999999998642095,0.9999999998725654,0.9999999998726269,1.359412978526643e-11
1,0,118,0.2142706871032715,0.00839958923313884,0.002758359909057617,0.0019565904886211824,1,4.0,linear,,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",0.3761022369468918,0.8180596975221719,0.45942355869500884,0.3591960989466919,0.6031557767300906,0.523187473768171,0.17084357324307342,8,0.9999999998946962,0.9999999998541326,0.999999999877531,0.9999999998642095,0.9999999998725654,0.9999999998726269,1.359412978526643e-11
8,0,118,0.2136960506439209,0.005836748499083974,0.007066249847412109,0.003701509747020519,10,,rbf,0.01,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.38008295925312297,0.8189730873574144,0.4556670098376848,0.3593887130998801,0.6017715219468498,0.5231766582989904,0.17060628966722532,14,0.9999986700591645,0.999999089246007,0.9999987227437936,0.9999989445903192,0.999998951651101,0.9999988756580771,1.5607696076838982e-07
6,0,118,0.18524603843688964,0.006554558956538847,0.004623699188232422,0.0013137229111257582,1,,rbf,0.01,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.38008295925312297,0.8189730873574144,0.4556670098376848,0.3593887130998801,0.6017715219468498,0.5231766582989904,0.17060628966722532,14,0.9999986700591645,0.999999089246007,0.9999987227437936,0.9999989445903192,0.999998951651101,0.9999988756580771,1.5607696076838982e-07
11,0,118,0.23209633827209472,0.006517051225190829,0.007621288299560547,0.003889512968688272,1,3.0,poly,0.01,"{'C': 1, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.38008295925312297,0.8189730873574144,0.4556670098376848,0.3593887130998801,0.6017715219468498,0.5231766582989904,0.17060628966722532,14,0.9999986700591645,0.999999089246007,0.9999987227437936,0.9999989445903192,0.999998951651101,0.9999988756580771,1.5607696076838982e-07
12,0,118,0.23851771354675294,0.009783990145348824,0.005923700332641601,0.003595003152217732,10,2.0,poly,0.01,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.38008295925312297,0.8189730873574144,0.4556670098376848,0.3593887130998801,0.6017715219468498,0.5231766582989904,0.17060628966722532,14,0.9999986700591645,0.999999089246007,0.9999987227437936,0.9999989445903192,0.999998951651101,0.9999988756580771,1.5607696076838982e-07
13,0,118,0.2415696620941162,0.0065435740278131345,0.007538032531738281,0.0031495300569515804,10,3.0,poly,0.01,"{'C': 10, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.38008295925312297,0.8189730873574144,0.4556670098376848,0.3593887130998801,0.6017715219468498,0.5231766582989904,0.17060628966722532,14,0.9999986700591645,0.999999089246007,0.9999987227437936,0.9999989445903192,0.999998951651101,0.9999988756580771,1.5607696076838982e-07
10,0,118,0.23150854110717772,0.006617761689651262,0.0065497875213623045,0.0032836806035827985,1,2.0,poly,0.01,"{'C': 1, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.38008295925312297,0.8189730873574144,0.4556670098376848,0.3593887130998801,0.6017715219468498,0.5231766582989904,0.17060628966722532,14,0.9999986700591645,0.999999089246007,0.9999987227437936,0.9999989445903192,0.999998951651101,0.9999988756580771,1.5607696076838982e-07
9,0,118,0.2381812572479248,0.009866943239656898,0.007626152038574219,0.0038931697311088897,10,,rbf,0.001,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.37541025512580917,0.8177416713202357,0.45914843540494077,0.3604232199699855,0.6029751167583638,0.523139739715867,0.1706221198880217,20,0.9999998673298911,0.9999999030573565,0.9999999039678811,0.9999999312915624,0.9999998701877527,0.9999998951668887,2.3847702903086584e-08
7,0,118,0.21967506408691406,0.012336024767380454,0.00480046272277832,0.0034906256108094415,1,,rbf,0.001,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.37541025512580917,0.8177416713202357,0.45914843540494077,0.3604232199699855,0.6029751167583638,0.523139739715867,0.1706221198880217,20,0.9999998673298911,0.9999999030573565,0.9999999039678811,0.9999999312915624,0.9999998701877527,0.9999998951668887,2.3847702903086584e-08
