,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_degree,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0,10,0.1910921573638916,0.0497322823605377,0.008883285522460937,0.004104942575427341,linear,3.0,1,,"{'kernel': 'linear', 'degree': 3, 'C': 1}",-1.4409571733531266,-4.0121114725465485,,,,,,8,0.9999999999717876,0.9999999999769765,0.9999999997198582,0.9999999999552213,0.9999999999378208,0.9999999999123329,9.721030095668849e-11
8,0,10,0.1573108673095703,0.011328730243347594,0.004012489318847656,0.004914276834457505,rbf,,10,0.01,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 10}",-1.4472673149650337,-3.9914647429954417,,,,,,8,0.9999996547061918,0.9999998000288705,0.9999970892218375,0.999999641508637,0.9999995213112012,0.9999991413553475,1.0298690796161678e-06
7,0,10,0.140047025680542,0.01572645841866098,0.006733846664428711,0.005475732804151618,rbf,,1,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",-1.4451049013984902,-4.004005970807033,,,,,,8,0.9999999646345672,0.9999999826603022,0.9999997195166714,0.9999999630703161,0.9999999514820874,0.9999999162727888,9.88825935545506e-08
6,0,10,0.1259629726409912,0.004619156532730081,0.003214120864868164,0.0034996494092295054,rbf,,1,0.01,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 1}",-1.4472673149650337,-3.9914647429954417,,,,,,8,0.9999996547061918,0.9999998000288705,0.9999970892218375,0.999999641508637,0.9999995213112012,0.9999991413553475,1.0298690796161678e-06
5,0,10,0.1544367790222168,0.007991473556666578,0.0016025543212890626,0.0032051086425781247,linear,4.0,100,,"{'kernel': 'linear', 'degree': 4, 'C': 100}",-1.4409571733531266,-4.0121114725465485,,,,,,8,0.9999999999717876,0.9999999999769765,0.9999999997198582,0.9999999999552213,0.9999999999378208,0.9999999999123329,9.721030095668849e-11
4,0,10,0.15428638458251953,0.004362911490221586,0.0008047580718994141,0.000985623393360487,linear,3.0,100,,"{'kernel': 'linear', 'degree': 3, 'C': 100}",-1.4409571733531266,-4.0121114725465485,,,,,,8,0.9999999999717876,0.9999999999769765,0.9999999997198582,0.9999999999552213,0.9999999999378208,0.9999999999123329,9.721030095668849e-11
3,0,10,0.1492483139038086,0.004455894680006109,0.006422996520996094,0.004468911130658329,linear,4.0,10,,"{'kernel': 'linear', 'degree': 4, 'C': 10}",-1.4409571733531266,-4.0121114725465485,,,,,,8,0.9999999999717876,0.9999999999769765,0.9999999997198582,0.9999999999552213,0.9999999999378208,0.9999999999123329,9.721030095668849e-11
2,0,10,0.15167341232299805,0.00570199375064171,0.006422519683837891,0.004468363183788619,linear,3.0,10,,"{'kernel': 'linear', 'degree': 3, 'C': 10}",-1.4409571733531266,-4.0121114725465485,,,,,,8,0.9999999999717876,0.9999999999769765,0.9999999997198582,0.9999999999552213,0.9999999999378208,0.9999999999123329,9.721030095668849e-11
1,0,10,0.15585193634033204,0.0043714955439816666,0.008144235610961914,0.004353529719110809,linear,4.0,1,,"{'kernel': 'linear', 'degree': 4, 'C': 1}",-1.4409571733531266,-4.0121114725465485,,,,,,8,0.9999999999717876,0.9999999999769765,0.9999999997198582,0.9999999999552213,0.9999999999378208,0.9999999999123329,9.721030095668849e-11
9,0,10,0.18469176292419434,0.0041172754926017225,0.006424951553344727,0.003679423780973852,rbf,,10,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 10}",-1.4451049013984902,-4.004005970807033,,,,,,8,0.9999999646345672,0.9999999826603022,0.9999997195166714,0.9999999630703161,0.9999999514820874,0.9999999162727888,9.88825935545506e-08
10,0,10,0.2024672508239746,0.014452202647213579,0.008202934265136718,0.0023515616738254553,poly,2.0,1,0.01,"{'kernel': 'poly', 'gamma': 0.01, 'degree': 2, 'C': 1}",-1.4472673149650337,-3.9914647429954417,,,,,,8,0.9999996547061918,0.9999998000288705,0.9999970892218375,0.999999641508637,0.9999995213112012,0.9999991413553475,1.0298690796161678e-06
