,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3,0,1834,0.2731962203979492,0.003817638118951753,0.0022174358367919923,0.0013325697877636954,10,4.0,linear,,"{'C': 10, 'degree': 4, 'kernel': 'linear'}",0.7387106850445126,0.7567816579578376,0.7678643541473544,0.752308947519121,0.7262205226663773,0.7483772334670407,0.014492774687596981,8,0.9989963367305498,0.998604359782875,0.9987870176155135,0.9988922357557259,0.998906551146017,0.9988373002061361,0.0001340863923666368
2,0,1834,0.2723283290863037,0.004999658488137682,0.005408430099487304,0.0030243732069364774,10,3.0,linear,,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",0.7387106850445126,0.7567816579578376,0.7678643541473544,0.752308947519121,0.7262205226663773,0.7483772334670407,0.014492774687596981,8,0.9989963367305498,0.998604359782875,0.9987870176155135,0.9988922357557259,0.998906551146017,0.9988373002061361,0.0001340863923666368
1,0,1834,0.27625465393066406,0.0039029544433044194,0.0028030872344970703,0.002996861124150496,1,4.0,linear,,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",0.7387106850445126,0.7567816579578376,0.7678643541473544,0.752308947519121,0.7262205226663773,0.7483772334670407,0.014492774687596981,8,0.9989963367305498,0.998604359782875,0.9987870176155135,0.9988922357557259,0.998906551146017,0.9988373002061361,0.0001340863923666368
8,0,1834,0.2134403705596924,0.007131650726114083,0.002984142303466797,0.000874848815918539,10,,rbf,0.01,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.7349054713422728,0.7519268045643211,0.764562246520719,0.7549439806710552,0.7277587722181509,0.7468194550633037,0.013506681477005187,14,0.9938620677422649,0.9916729247696726,0.991520127453457,0.9917996427929401,0.9925981171770978,0.9922905759870865,0.0008695133455683011
6,0,1834,0.20206727981567382,0.009224759098894069,0.005049228668212891,0.003805871657436381,1,,rbf,0.01,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7349054713422728,0.7519268045643211,0.764562246520719,0.7549439806710552,0.7277587722181509,0.7468194550633037,0.013506681477005187,14,0.9938620677422649,0.9916729247696726,0.991520127453457,0.9917996427929401,0.9925981171770978,0.9922905759870865,0.0008695133455683011
11,0,1834,0.21701908111572266,0.007249662452943137,0.00379328727722168,0.003377653727926123,1,3.0,poly,0.01,"{'C': 1, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.7349054713422728,0.7519268045643211,0.764562246520719,0.7549439806710552,0.7277587722181509,0.7468194550633037,0.013506681477005187,14,0.9938620677422649,0.9916729247696726,0.991520127453457,0.9917996427929401,0.9925981171770978,0.9922905759870865,0.0008695133455683011
12,0,1834,0.22208714485168457,0.004729876851557725,0.003997373580932617,0.002174714847578998,10,2.0,poly,0.01,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.7349054713422728,0.7519268045643211,0.764562246520719,0.7549439806710552,0.7277587722181509,0.7468194550633037,0.013506681477005187,14,0.9938620677422649,0.9916729247696726,0.991520127453457,0.9917996427929401,0.9925981171770978,0.9922905759870865,0.0008695133455683011
13,0,1834,0.22698535919189453,0.005017748209357505,0.006150150299072265,0.002550821111267419,10,3.0,poly,0.01,"{'C': 10, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.7349054713422728,0.7519268045643211,0.764562246520719,0.7549439806710552,0.7277587722181509,0.7468194550633037,0.013506681477005187,14,0.9938620677422649,0.9916729247696726,0.991520127453457,0.9917996427929401,0.9925981171770978,0.9922905759870865,0.0008695133455683011
10,0,1834,0.20966649055480957,0.009520157600418489,0.0058895587921142575,0.002846257823569061,1,2.0,poly,0.01,"{'C': 1, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.7349054713422728,0.7519268045643211,0.764562246520719,0.7549439806710552,0.7277587722181509,0.7468194550633037,0.013506681477005187,14,0.9938620677422649,0.9916729247696726,0.991520127453457,0.9917996427929401,0.9925981171770978,0.9922905759870865,0.0008695133455683011
9,0,1834,0.306247615814209,0.00522802435274359,0.0037017822265625,0.0037704740926230917,10,,rbf,0.001,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.7432834866701947,0.7420664763942928,0.769766264948568,0.7533928830450605,0.7135278320968685,0.7444073886309969,0.018352666048380616,20,0.9987075051197007,0.9987614475406776,0.9985995811558592,0.9984698210134189,0.9989118980157897,0.9986900505690892,0.00014920070403153258
7,0,1834,0.29950623512268065,0.005619807285665612,0.002402496337890625,0.0032070754208939458,1,,rbf,0.001,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.7432834866701947,0.7420664763942928,0.769766264948568,0.7533928830450605,0.7135278320968685,0.7444073886309969,0.018352666048380616,20,0.9987075051197007,0.9987614475406776,0.9985995811558592,0.9984698210134189,0.9989118980157897,0.9986900505690892,0.00014920070403153258
