,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_degree,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0,10,0.18535842895507812,0.0457317871343725,0.008001899719238282,0.006825942812596009,linear,3.0,1,,"{'kernel': 'linear', 'degree': 3, 'C': 1}",0.2760179042816162,-0.3570348024368286,-8.057843208312988,,,,,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0,10,0.14651985168457032,0.008567450869919082,0.006029272079467773,0.004217364944754868,rbf,,10,0.01,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 10}",0.2773025631904602,-0.35850632190704346,-8.06672191619873,,,,,8,0.9999995231628418,0.999999463558197,0.9999994039535522,0.9999994039535522,0.9999997615814209,0.9999995112419129,1.32745846815825e-07
7,0,10,0.13326654434204102,0.0072451385246514845,0.008336400985717774,0.005011998287038703,rbf,,1,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",0.2764601707458496,-0.35745882987976074,-8.058684349060059,,,,,8,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.9999999523162841,2.384185791015625e-08
6,0,10,0.12957820892333985,0.001642453153748362,0.0028081417083740236,0.003714374696690857,rbf,,1,0.01,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 1}",0.2773025631904602,-0.35850632190704346,-8.06672191619873,,,,,8,0.9999995231628418,0.999999463558197,0.9999994039535522,0.9999994039535522,0.9999997615814209,0.9999995112419129,1.32745846815825e-07
5,0,10,0.15525918006896972,0.0066929496316834565,0.007619285583496093,0.002945154745841516,linear,4.0,100,,"{'kernel': 'linear', 'degree': 4, 'C': 100}",0.2760179042816162,-0.3570348024368286,-8.057843208312988,,,,,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0,10,0.15490517616271973,0.00801382974192013,0.007941627502441406,0.005254223806738786,linear,3.0,100,,"{'kernel': 'linear', 'degree': 3, 'C': 100}",0.2760179042816162,-0.3570348024368286,-8.057843208312988,,,,,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0,10,0.15528316497802735,0.004356214545374809,0.004414844512939453,0.004644632723522234,linear,4.0,10,,"{'kernel': 'linear', 'degree': 4, 'C': 10}",0.2760179042816162,-0.3570348024368286,-8.057843208312988,,,,,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,0,10,0.15991873741149903,0.003564630834140398,0.005841493606567383,0.00413158823459692,linear,3.0,10,,"{'kernel': 'linear', 'degree': 3, 'C': 10}",0.2760179042816162,-0.3570348024368286,-8.057843208312988,,,,,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0,10,0.16365833282470704,0.007145730148039633,0.007091712951660156,0.0018812902748106433,linear,4.0,1,,"{'kernel': 'linear', 'degree': 4, 'C': 1}",0.2760179042816162,-0.3570348024368286,-8.057843208312988,,,,,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,0,10,0.17902040481567383,0.007727703118841528,0.0080352783203125,0.003104840164102203,rbf,,10,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 10}",0.2764601707458496,-0.35745882987976074,-8.058684349060059,,,,,8,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.9999999523162841,2.384185791015625e-08
10,0,10,0.1774911880493164,0.008828409744627097,0.0071543693542480465,0.005636718298313051,poly,2.0,1,0.01,"{'kernel': 'poly', 'gamma': 0.01, 'degree': 2, 'C': 1}",0.2773025631904602,-0.35850632190704346,-8.06672191619873,,,,,8,0.9999995231628418,0.999999463558197,0.9999994039535522,0.9999994039535522,0.9999997615814209,0.9999995112419129,1.32745846815825e-07
