,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3,0,967,0.254710054397583,0.004463644016921076,0.005885982513427734,0.0030242465327786562,10,4.0,linear,,"{'C': 10, 'degree': 4, 'kernel': 'linear'}",0.997429609298706,0.9972278475761414,0.9937099814414978,0.9963014125823975,0.9977002739906311,0.9964738249778747,0.00145978135727386,8,0.999997079372406,0.9999974966049194,0.9999971389770508,0.9999973177909851,0.9999980926513672,0.9999974250793457,3.643204400524169e-07
2,0,967,0.2528067588806152,0.0030536382536682526,0.006829738616943359,0.003934088003424473,10,3.0,linear,,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",0.997429609298706,0.9972278475761414,0.9937099814414978,0.9963014125823975,0.9977002739906311,0.9964738249778747,0.00145978135727386,8,0.999997079372406,0.9999974966049194,0.9999971389770508,0.9999973177909851,0.9999980926513672,0.9999974250793457,3.643204400524169e-07
1,0,967,0.25369672775268554,0.003942726136349159,0.005816268920898438,0.004762657306929861,1,4.0,linear,,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",0.997429609298706,0.9972278475761414,0.9937099814414978,0.9963014125823975,0.9977002739906311,0.9964738249778747,0.00145978135727386,8,0.999997079372406,0.9999974966049194,0.9999971389770508,0.9999973177909851,0.9999980926513672,0.9999974250793457,3.643204400524169e-07
9,0,967,0.3064410209655762,0.005312754442396295,0.007422161102294922,0.0033297918333380877,10,,rbf,0.001,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.9974324703216553,0.9972169399261475,0.9937245845794678,0.9962886571884155,0.997699499130249,0.996472430229187,0.0014536917143028285,14,0.9999973773956299,0.9999976754188538,0.9999970197677612,0.9999974370002747,0.9999980926513672,0.9999975204467774,3.5483541646330877e-07
7,0,967,0.30849781036376955,0.002652352888011632,0.004082918167114258,0.0036254462165832622,1,,rbf,0.001,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.9974324703216553,0.9972169399261475,0.9937245845794678,0.9962886571884155,0.997699499130249,0.996472430229187,0.0014536917143028285,14,0.9999973773956299,0.9999976754188538,0.9999970197677612,0.9999974370002747,0.9999980926513672,0.9999975204467774,3.5483541646330877e-07
8,0,967,0.3070663928985596,0.004316279989531532,0.005217504501342773,0.005169647267392157,10,,rbf,0.01,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9973869919776917,0.9972180128097534,0.9937232136726379,0.9963064789772034,0.9976671934127808,0.9964603781700134,0.0014425519660192388,16,0.9999969601631165,0.9999980926513672,0.9999979138374329,0.9999973177909851,0.9999980926513672,0.9999976754188538,4.5705531865789446e-07
6,0,967,0.29959850311279296,0.007097563877036592,0.006027650833129883,0.004191736440964622,1,,rbf,0.01,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9973869919776917,0.9972180128097534,0.9937232136726379,0.9963064789772034,0.9976671934127808,0.9964603781700134,0.0014425519660192388,16,0.9999969601631165,0.9999980926513672,0.9999979138374329,0.9999973177909851,0.9999980926513672,0.9999976754188538,4.5705531865789446e-07
11,0,967,0.3136602878570557,0.003954923847256739,0.0040225982666015625,0.004222032597847815,1,3.0,poly,0.01,"{'C': 1, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.9973869919776917,0.9972180128097534,0.9937232136726379,0.9963064789772034,0.9976671934127808,0.9964603781700134,0.0014425519660192388,16,0.9999969601631165,0.9999980926513672,0.9999979138374329,0.9999973177909851,0.9999980926513672,0.9999976754188538,4.5705531865789446e-07
12,0,967,0.30246849060058595,0.0014207983019448277,0.010026931762695312,4.432277694176579e-06,10,2.0,poly,0.01,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.9973869919776917,0.9972180128097534,0.9937232136726379,0.9963064789772034,0.9976671934127808,0.9964603781700134,0.0014425519660192388,16,0.9999969601631165,0.9999980926513672,0.9999979138374329,0.9999973177909851,0.9999980926513672,0.9999976754188538,4.5705531865789446e-07
13,0,967,0.30669174194335935,0.004078617964207036,0.008246994018554688,0.0015991046853261058,10,3.0,poly,0.01,"{'C': 10, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.9973869919776917,0.9972180128097534,0.9937232136726379,0.9963064789772034,0.9976671934127808,0.9964603781700134,0.0014425519660192388,16,0.9999969601631165,0.9999980926513672,0.9999979138374329,0.9999973177909851,0.9999980926513672,0.9999976754188538,4.5705531865789446e-07
10,0,967,0.31321229934692385,0.005401957698721059,0.008244895935058593,0.0009487230829181413,1,2.0,poly,0.01,"{'C': 1, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.9973869919776917,0.9972180128097534,0.9937232136726379,0.9963064789772034,0.9976671934127808,0.9964603781700134,0.0014425519660192388,16,0.9999969601631165,0.9999980926513672,0.9999979138374329,0.9999973177909851,0.9999980926513672,0.9999976754188538,4.5705531865789446e-07
